lon,lat,type,loctype,address,north,south,east,west
-95.9675165,42.588324,locality,approximate,"kingsley, ia 51028, usa",42.5978179,42.5749789,-95.95756689999999,-95.981453
-91.9868424,41.4608441,locality,approximate,"kinross, ia 52335, usa",41.464628,41.4531229,-91.984966,-91.98978009999999
-95.26527469999999,41.7285986,locality,approximate,"kirkman, ia 51447, usa",41.732301,41.7237801,-95.2625559,-95.2719668
-92.5040772,41.1455673,locality,approximate,"kirkville, ia 52566, usa",41.1477491,41.1366149,-92.4965,-92.510781
-95.32777399999999,42.1955423,locality,approximate,"kiron, ia 51448, usa",42.200227,42.1893951,-95.323374,-95.331233
-93.6029884,43.00690770000001,locality,approximate,"klemme, ia 50449, usa",43.017173,43.002317,-93.596312,-93.6064298
-94.457458,42.45458800000001,locality,approximate,"knierim, ia, usa",42.4635648,42.448721,-94.44619589999999,-94.46566010000001
-93.09621399999999,41.3169274,establishment,rooftop,"305 s 3rd st #4, knoxville, ia 50138, usa",41.31827638029149,41.31557841970849,-93.09486501970848,-93.0975629802915
-93.382989,41.1897188,locality,approximate,"lacona, ia 50139, usa",41.1953259,41.18354300000001,-93.38016309999999,-93.389957
-92.18351559999999,41.7547247,locality,approximate,"ladora, ia 52251, usa",41.7590499,41.7519719,-92.179704,-92.192016
-94.7338704,42.2674828,locality,approximate,"lake city, ia 51449, usa",42.281875,42.2527809,-94.70692299999999,-94.760485
-93.533003,43.41920320000001,establishment,rooftop,"105 w main st, lake mills, ia 50450, usa",43.42055218029151,43.41785421970851,-93.5316540197085,-93.5343519802915
-94.394065,41.712659,establishment,rooftop,"5006 panorama dr, panora, ia 50216, usa",41.71400798029149,41.71131001970849,-94.39271601970849,-94.39541398029151
-95.32250040000001,43.4532977,locality,approximate,"lake park, ia 51347, usa",43.4595379,43.4305529,-95.30913699999999,-95.3642101
-94.7338704,42.2674828,locality,approximate,"lake city, ia 51449, usa",42.281875,42.2527809,-94.70692299999999,-94.760485
-95.05332399999999,42.3116499,locality,approximate,"lake view, ia 51450, usa",42.3151009,42.2893959,-95.003438,-95.0621489
-94.09384779999999,43.3771806,locality,approximate,"lakota, ia 50451, usa",43.3835481,43.374683,-94.088786,-94.09882999999999
-93.0789094,41.7008717,locality,approximate,"lambs grove, ia 50208, usa",41.7027369,41.699155,-93.07480989999999,-93.084537
-93.9341158,40.622777,locality,approximate,"lamoni, ia 50140, usa",40.631014,40.6091118,-93.89367200000001,-93.95793309999999
-91.64210059999999,42.5985957,locality,approximate,"lamont, ia 50650, usa",42.6052788,42.5926369,-91.632699,-91.64779589999999
-90.6209631,42.2958455,locality,approximate,"la motte, ia 52054, usa",42.302154,42.2896039,-90.61397,-90.632448
-94.6913689,42.1844279,locality,approximate,"lanesboro, ia, usa",42.188094,42.177091,-94.68229900000001,-94.7020239
-91.218768,43.3609053,locality,approximate,"lansing, ia 52151, usa",43.374944,43.34711000000001,-91.206837,-91.255388
-92.1921275,42.3149911,locality,approximate,"la porte city, ia 50651, usa",42.3264939,42.3009751,-92.176498,-92.205918
-96.43420499999999,43.4535861,locality,approximate,"larchwood, ia 51241, usa",43.462112,43.4475039,-96.424638,-96.44688389999999
-95.54528479999999,42.8608138,locality,approximate,"larrabee, ia 51029, usa",42.8656409,42.8576009,-95.541592,-95.54726400000001
-93.3682594,42.7633056,locality,approximate,"latimer, ia 50452, usa",42.77461,42.745546,-93.350297,-93.380168
-92.92231559999999,41.8841226,locality,approximate,"laurel, ia 50141, usa",41.8911272,41.8799448,-92.91739,-92.9389372
-94.85192959999999,42.8466398,locality,approximate,"laurens, ia 50554, usa",42.8551238,42.84014699999999,-94.83830800000001,-94.861553
-92.1557563,43.0695607,locality,approximate,"lawler, ia, usa",43.0769639,43.065329,-92.14090879999999,-92.1658839
-96.1839121,42.4786037,locality,approximate,"lawton, ia 51030, usa",42.482357,42.4729898,-96.1738929,-96.1936769
-92.08878779999999,40.8336341,locality,approximate,"leando, ia 52551, usa",40.8363339,40.81292790000001,-92.06418099999999,-92.099025
-90.3462215,41.5975061,locality,approximate,"le claire, ia 52753, usa",41.6139111,41.580633,-90.339528,-90.4058489
-94.1621842,43.4216241,locality,approximate,"ledyard, ia, usa",43.425301,43.4146159,-94.15330709999999,-94.165969
-92.77547609999999,42.006933600000004,locality,approximate,"le grand, ia, usa",42.0139519,41.9987099,-92.7608619,-92.7865958
-94.0521771,42.3599729,locality,approximate,"lehigh, ia 50557, usa",42.368361,42.34674589999999,-94.0391799,-94.0677311
-92.78714029999999,41.3372242,locality,approximate,"leighton, ia 50143, usa",41.340891,41.335366,-92.782904,-92.789467
-93.63521569999999,43.3371775,locality,approximate,"leland, ia 50453, usa",43.3424131,43.32078990000001,-93.6237869,-93.646813
-96.1662096,42.7924695,city_hall,rooftop,"40 central ave s, le mars, ia 51031, usa",42.7938184802915,42.7911205197085,-96.1648606197085,-96.16755858029151
-94.5619095,40.8816547,locality,approximate,"lenox, ia 50851, usa",40.9029838,40.8637199,-94.546278,-94.57513
-93.7477217,40.739724,locality,approximate,"leon, ia 50144, usa",40.7541451,40.7247099,-93.73650699999999,-93.7736039
-93.5927169,40.8777792,locality,approximate,"le roy, ia, usa",40.88154,40.875145,-93.585206,-93.5997249
-96.3327156,43.4375077,locality,approximate,"lester, ia 51242, usa",43.4476339,43.433147,-96.3132491,-96.3496418
-91.23626379999999,41.3300271,locality,approximate,"letts, ia 52754, usa",41.335405,41.320479,-91.22487910000001,-91.2442569
-95.0833248,41.3058237,locality,approximate,"lewis, ia 51544, usa",41.310127,41.3027589,-95.07462,-95.09409
-92.0512863,40.9575203,locality,approximate,"libertyville, ia 52567, usa",40.961928,40.9545499,-92.0408659,-92.0594529
-94.7830386,42.124429,locality,approximate,"lidderdale, ia, usa",42.1342159,42.1107729,-94.76903999999999,-94.798467
-92.2807251,43.4488554,locality,approximate,"lime springs, ia 52155, usa",43.45812189999999,43.4433668,-92.27325689999999,-92.2985679
-92.6918654,42.26276379999999,locality,approximate,"lincoln, ia 50635, usa",42.26809790000001,42.258866,-92.6842329,-92.6985
-94.2691286,41.6444317,locality,approximate,"linden, ia 50146, usa",41.6482001,41.637116,-94.25977909999999,-94.279984
-93.5234432,40.5843892,locality,approximate,"lineville, ia 50147, usa",40.59507809999999,40.5803351,-93.51360590000002,-93.533007
-95.2466637,42.8916443,locality,approximate,"linn grove, ia 51033, usa",42.898861,42.88624799999999,-95.2346269,-95.25211
-91.3854466,41.9211198,locality,approximate,"lisbon, ia, usa",41.93238090000001,41.90374389999999,-91.3763539,-91.4049819
-93.00714579999999,42.1880411,locality,approximate,"liscomb, ia, usa",42.19836,42.18375289999999,-92.996481,-93.015975
-92.72576339999999,43.3802849,locality,approximate,"little cedar, ia 50454, usa",43.3860959,43.3565088,-92.71248200000001,-92.732806
-95.88335239999999,43.44413530000001,locality,approximate,"little rock, ia 51243, usa",43.450956,43.43882,-95.870472,-95.890495
-96.02112269999999,41.8094323,locality,approximate,"little sioux, ia 51545, usa",41.8130521,41.805699,-96.016234,-96.040677
-94.1849388,42.8684765,locality,approximate,"livermore, ia 50558, usa",42.8737889,42.862859,-94.173189,-94.1946031
-91.7475707,40.9947756,locality,approximate,"lockridge, ia 52635, usa",40.999125,40.9879139,-91.7390349,-91.775638
-95.7891614,41.6430472,locality,approximate,"logan, ia 51546, usa",41.6580019,41.6353269,-95.781463,-95.806254
-94.5485865,42.2702588,locality,approximate,"lohrville, ia 51453, usa",42.27793,42.25681300000001,-94.53278979999999,-94.5662919
-94.3244079,43.22017109999999,locality,approximate,"lone rock, ia 50559, usa",43.2228068,43.2187689,-94.321186,-94.3298289
-91.42587309999999,41.48815680000001,establishment,rooftop,"123 devoe st, lone tree, ia 52755, usa",41.48950578029151,41.48680781970851,-91.42452411970848,-91.4272220802915
-90.5826381,41.6975304,locality,approximate,"long grove, ia 52756, usa",41.7059799,41.6840279,-90.572992,-90.593893
-94.05328349999999,41.1283249,locality,approximate,"lorimor, ia 50149, usa",41.131059,41.1221028,-94.049196,-94.0644899
-90.8176431,41.9639095,locality,approximate,"lost nation, ia 52254, usa",41.97265489999999,41.96006089999999,-90.8015471,-90.824378
-95.887817,41.497471,locality,approximate,"loveland, ia 51555, usa",41.5058276,41.4891133,-95.87180959999999,-95.90382439999999
-92.9040881,41.1358371,locality,approximate,"lovilia, ia 50150, usa",41.143039,41.126134,-92.90185100000001,-92.913472
-90.92508319999999,41.8571761,locality,approximate,"lowden, ia 52255, usa",41.866293,41.851222,-90.9097139,-90.937125
-90.35485349999999,41.8016967,locality,approximate,"low moor, ia, usa",41.8068799,41.7972479,-90.344757,-90.36670199999999
-91.454584,43.0603496,locality,approximate,"luana, ia 52156, usa",43.0662411,43.051426,-91.444891,-91.4688931
-93.4599348,41.0274991,locality,approximate,"lucas, ia, usa",41.039505,41.0249339,-93.4515991,-93.4703959
-93.8188366,41.9677627,locality,approximate,"luther, ia, usa",41.9724,41.9614621,-93.8099769,-93.8300979
-94.0845981,42.90823229999999,locality,approximate,"lu verne, ia 50560, usa",42.922646,42.8983409,-94.068035,-94.106167
-91.0740206,42.6027721,locality,approximate,"luxemburg, ia 52065, usa",42.6096089,42.59547,-91.06455199999999,-91.08163189999999
-92.1799056,41.9055544,locality,approximate,"luzerne, ia 52257, usa",41.9088729,41.90364779999999,-92.176192,-92.185733
-92.78352609999999,41.5774965,locality,approximate,"lynnville, ia 50153, usa",41.5827199,41.563001,-92.7762001,-92.7958659
-94.8597071,42.4230361,locality,approximate,"lytton, ia 50561, usa",42.4274271,42.420392,-94.855631,-94.8666569
-93.3952091,42.1633191,locality,approximate,"mccallsburg, ia 50154, usa",42.1695174,42.1592113,-93.38246269999999,-93.40546429999999
-90.4431895,41.7461421,locality,approximate,"mccausland, ia, usa",41.751289,41.735745,-90.43715,-90.451827
-95.6836185,41.3305512,locality,approximate,"mcclelland, ia 51548, usa",41.33305989999999,41.32575,-95.679295,-95.6891867
-95.4255553,41.1927723,locality,approximate,"macedonia, ia 51549, usa",41.1967329,41.184686,-95.41985679999999,-95.433942
-91.1812468,43.0246813,locality,approximate,"mcgregor, ia 52157, usa",43.0380101,43.012437,-91.16823000000001,-91.20059409999999
-92.5937915,43.4358006,locality,approximate,"mcintire, ia 50455, usa",43.4434,43.428743,-92.583523,-92.6037889
-94.185232,41.2147121,locality,approximate,"macksburg, ia 50155, usa",41.221958,41.20741400000001,-94.1659919,-94.204555
-93.81566889999999,41.8779511,locality,approximate,"madrid, ia 50156, usa",41.88524290000001,41.866875,-93.809114,-93.835945
-96.3366558,42.4694949,route,geometric_center,"s magnolia st, sioux city, ia 51106, usa",42.4758374,42.4626551,-96.33554911970847,-96.3382470802915
-91.99489609999999,41.0525185,locality,approximate,"maharishi vedic city, ia 52556, usa",41.0683409,41.0416389,-91.992038,-92.04491879999999
-92.55907599999999,41.70833020000001,locality,approximate,"malcom, ia 50157, usa",41.7132328,41.701992,-92.549717,-92.565317
-94.6822021,42.93635889999999,locality,approximate,"mallard, ia 50562, usa",42.9451981,42.9328358,-94.6756279,-94.688918
-94.4121811,40.6744348,locality,approximate,"maloy, ia 50860, usa",40.6793229,40.6655631,-94.4047089,-94.419136
-95.58514559999999,41.00629199999999,locality,approximate,"malvern, ia 51551, usa",41.016545,40.997499,-95.5754989,-95.59481790000001
-91.4579698,42.4857853,locality,approximate,"manchester, ia 52057, usa",42.506381,42.4673719,-91.427055,-91.48349900000001
-95.233605,41.8896933,locality,approximate,"manilla, ia 51454, usa",41.907226,41.881943,-95.2237749,-95.24371699999999
-93.2032593,43.2907924,locality,approximate,"manly, ia 50456, usa",43.298628,43.276747,-93.191017,-93.21524
-95.0651328,41.9091382,locality,approximate,"manning, ia 51455, usa",41.921119,41.895655,-95.0466309,-95.0829761
-93.20103669999999,43.1535728,locality,approximate,"mason city, ia 50401, usa",43.1841158,43.10434009999999,-93.112528,-93.280436
-95.7930621,42.1658227,locality,approximate,"mapleton, ia 51034, usa",42.1865209,42.1543049,-95.777079,-95.8023558
-90.6656914,42.0689088,locality,approximate,"maquoketa, ia, usa",42.0800549,42.0267538,-90.64309209999999,-90.694204
-94.98248889999999,42.8616407,locality,approximate,"marathon, ia 50565, usa",42.8656639,42.8547979,-94.9732569,-94.9929739
-92.8640832,42.965249,locality,approximate,"marble rock, ia 50653, usa",42.972592,42.9577869,-92.859521,-92.8791018
-91.5109456,41.6418284,establishment,rooftop,"1602 sycamore st, iowa city, ia 52240, usa",41.6431773802915,41.64047941970851,-91.5095966197085,-91.51229458029151
-92.0696253,41.7927817,locality,approximate,"marengo, ia 52301, usa",41.8094239,41.7841069,-92.04913700000002,-92.0851929
-91.5968958,42.033279,locality,approximate,"marion, ia, usa",42.0868619,42.009655,-91.5304171,-91.6336989
-95.1113809,41.4513786,locality,approximate,"marne, ia 51552, usa",41.454401,41.4434299,-95.10338,-95.1181539
-91.1781855,43.0444284,locality,approximate,"marquette, ia 52157, usa",43.069417,43.028472,-91.174408,-91.2131019
-92.90803749999999,42.0494674,locality,approximate,"marshalltown, ia 50158, usa",42.071115,41.9931709,-92.8534871,-92.97010979999999
-91.35988960000002,42.0216714,locality,approximate,"martelle, ia, usa",42.0241059,42.0162739,-91.351102,-91.3650408
-93.7357761,41.3730474,locality,approximate,"martensdale, ia, usa",41.377522,41.3692511,-93.7312928,-93.746048
-92.2518487,41.1789028,locality,approximate,"martinsburg, ia 52563, usa",41.1840938,41.173051,-92.246973,-92.256767
-92.94908950000001,41.1805576,locality,approximate,"marysville, ia 50116, usa",41.18626,41.178939,-92.94650589999999,-92.9608179
-93.20103669999999,43.1535728,locality,approximate,"mason city, ia 50401, usa",43.1841158,43.10434009999999,-93.112528,-93.280436
-91.5912668,42.4794303,locality,approximate,"masonville, ia 50654, usa",42.48370200000001,42.4764719,-91.583394,-91.59839300000002
-94.7683112,41.2541538,locality,approximate,"massena, ia 50853, usa",41.257428,41.243936,-94.76260099999999,-94.77703989999999
-95.9352966,43.24386579999999,locality,approximate,"matlock, ia 51244, usa",43.248152,43.2405839,-95.927004,-95.941958
-96.1850216,42.9672095,locality,approximate,"maurice, ia 51036, usa",42.971415,42.96069809999999,-96.17554,-96.19020909999999
-93.39965459999999,41.8919322,locality,approximate,"maxwell, ia 50161, usa",41.899364,41.88298890000001,-93.381475,-93.406052
-91.88239,42.77387119999999,locality,approximate,"maynard, ia 50655, usa",42.781147,42.766547,-91.867198,-91.887952
-90.71680909999999,41.6486402,locality,approximate,"maysville, ia 52773, usa",41.6542249,41.645297,-90.71313409999999,-90.72445499999999
-91.2546067,41.90279090000001,locality,approximate,"mechanicsville, ia 52306, usa",41.9127949,41.898585,-91.2417299,-91.26387779999999
-91.1640369,41.0080904,locality,approximate,"mediapolis, ia 52637, usa",41.0181678,41.00034590000001,-91.15005409999999,-91.17486989999999
-93.10325689999999,41.9413772,locality,approximate,"melbourne, ia 50162, usa",41.949748,41.9353719,-93.096313,-93.1094469
-93.2413191,41.2249966,locality,approximate,"melcher-dallas, ia, usa",41.237571,41.215155,-93.2321609,-93.24887700000001
-93.04947410000001,40.9749527,locality,approximate,"melrose, ia 52569, usa",40.9864729,40.9708069,-93.0410679,-93.0603299
-95.609178,43.2874718,locality,approximate,"melvin, ia 51350, usa",43.2892479,43.279472,-95.60278590000001,-95.6157939
-94.4044105,41.5191542,locality,approximate,"menlo, ia 50164, usa",41.527127,41.5172449,-94.3968148,-94.410967
-95.6330648,42.795817,locality,approximate,"meriden, ia 51037, usa",42.7971159,42.7915478,-95.627439,-95.6406658
-96.2486357,42.7197133,locality,approximate,"merrill, ia 51038, usa",42.725938,42.71535600000001,-96.2420109,-96.25769509999999
-93.4774669,42.9123556,locality,approximate,"meservey, ia 50457, usa",42.922957,42.908372,-93.45853799999999,-93.48829990000002
-92.6951359,43.4579102,car_dealer,rooftop,"8024 2687 480th st, mcintire, ia 50455, usa",43.4592591802915,43.4565612197085,-92.6937869197085,-92.69648488029151
-91.8996227,41.7955624,locality,approximate,"middle amana, ia 52307, usa",41.8038804,41.78724330000001,-91.88361530000002,-91.9156301
-91.26151689999999,40.8271358,locality,approximate,"middletown, ia, usa",40.8345599,40.8213931,-91.253053,-91.272228
-90.31568569999999,42.0483573,locality,approximate,"miles, ia 52064, usa",42.056104,42.0414389,-90.30443509999999,-90.32683300000001
-95.149996,43.3246863,locality,approximate,"milford, ia 51351, usa",43.3535119,43.3136369,-95.11648900000002,-95.16499689999999
-95.8353837,42.3438626,administrative_area_level_3,approximate,"miller, ia, usa",42.385757,42.298089,-95.7864929,-95.90333
-92.1599027,41.5733401,locality,approximate,"millersburg, ia 52316, usa",41.5785043,41.56949669999999,-92.1533575,-92.1641531
-93.3071551,40.8500034,locality,approximate,"millerton, ia 50165, usa",40.852709,40.8459709,-93.30135,-93.31004
-93.44243469999999,41.2916612,locality,approximate,"milo, ia 50166, usa",41.294836,41.2822069,-93.4323138,-93.4474
-92.1621241,40.6733602,locality,approximate,"milton, ia 52570, usa",40.681989,40.6605451,-92.14573109999999,-92.178783
-94.0277825,41.7563366,locality,approximate,"minburn, ia 50167, usa",41.7660454,41.7523014,-94.0235999,-94.0412207
-95.54278219999999,41.4669362,locality,approximate,"minden, ia 51553, usa",41.473191,41.4625909,-95.536166,-95.55033089999999
-95.6957551,41.1432161,locality,approximate,"mineola, ia 51554, usa",41.145469,41.136767,-95.6871139,-95.70557400000001
-93.28353919999999,41.76748810000001,locality,approximate,"mingo, ia 50168, usa",41.7730671,41.76077189999999,-93.270738,-93.29017689999999
-95.8877767,41.5563713,locality,approximate,"missouri valley, ia 51555, usa",41.5756619,41.54435489999999,-95.878401,-95.92907799999999
-92.86686209999999,43.3216363,locality,approximate,"mitchell, ia 50461, usa",43.3239629,43.313121,-92.85540100000001,-92.88300079999999
-93.3571534,41.6666555,locality,approximate,"mitchellville, ia 50169, usa",41.680957,41.6443,-93.34468679999999,-93.38710999999999
-96.01001180000002,41.6205466,locality,approximate,"modale, ia 51556, usa",41.628888,41.610512,-96.002151,-96.0219108
-93.097702,41.8780025,administrative_area_level_1,approximate,"iowa, usa",43.5011961,40.375437,-90.1400609,-96.639535
-96.0205391,41.7103572,locality,approximate,"mondamin, ia 51557, usa",41.7183,41.703805,-96.01592,-96.02633999999999
-90.8798647,42.07696,locality,approximate,"monmouth, ia 52309, usa",42.0805949,42.069587,-90.874775,-90.8894371
-91.38930409999999,43.0516494,locality,approximate,"monona, ia 52159, usa",43.0592191,43.04078690000001,-91.3798499,-91.4108541
-93.1038129,41.5208256,locality,approximate,"monroe, ia 50170, usa",41.5299769,41.50828,-93.0922431,-93.120679
-92.5274091,41.585834,locality,approximate,"montezuma, ia 50171, usa",41.5924651,41.574211,-92.504879,-92.5467219
-91.18709369999999,42.23833510000001,locality,approximate,"monticello, ia 52310, usa",42.257514,42.200635,-91.14931279999999,-91.20947600000001
-92.7149187,41.9813789,locality,approximate,"montour, ia 50173, usa",41.9851818,41.97483,-92.708417,-92.7246341
-91.4157414,40.531493,establishment,rooftop,"102 s 2nd st, montrose, ia 52639, usa",40.5328419802915,40.5301440197085,-91.4143924197085,-91.41709038029151
-95.85139749999999,41.9224881,locality,approximate,"moorhead, ia 51558, usa",41.9304624,41.91633849999999,-95.8348927,-95.8560375
-94.2960772,42.44191670000001,locality,approximate,"moorland, ia 50566, usa",42.4490719,42.4349199,-94.283374,-94.305488
-92.81908519999999,40.8916777,locality,approximate,"moravia, ia 52571, usa",40.89856289999999,40.8849169,-92.806569,-92.830705
-91.2462728,42.0061198,locality,approximate,"morley, ia 52312, usa",42.0100471,42.0041564,-91.2421037,-91.251114
-91.25765109999999,41.0961428,locality,approximate,"morning sun, ia 52640, usa",41.099984,41.0885719,-91.24068890000001,-91.2617089
-92.6738081,42.3441514,locality,approximate,"morrison, ia 50669, usa",42.3462539,42.3402191,-92.6696159,-92.675707
-92.6771915,40.6858857,locality,approximate,"moulton, ia 52572, usa",40.692732,40.67803380000001,-92.6668239,-92.686317
-92.0928678,42.2566856,locality,approximate,"mt auburn, ia 52313, usa",42.2616139,42.2531709,-92.08925289999999,-92.09898299999999
-94.235232,40.7147147,locality,approximate,"mt ayr, ia 50854, usa",40.731051,40.69658889999999,-94.2196878,-94.25966679999999
-91.54877139999999,40.9716959,locality,approximate,"mt pleasant, ia 52641, usa",40.988439,40.9374971,-91.5060249,-91.5831879
-91.93211649999999,40.6178099,locality,approximate,"mt sterling, ia 52573, usa",40.6217811,40.6144751,-91.927548,-91.9444889
-91.39043319999999,41.0578079,locality,approximate,"mt union, ia 52644, usa",41.05983,41.05391700000001,-91.387535,-91.39610909999999
-91.4168371,41.9219522,locality,approximate,"mt vernon, ia 52314, usa",41.9359059,41.910132,-91.40488479999999,-91.443758
-96.0725193,42.48888090000001,locality,approximate,"moville, ia 51039, usa",42.5008801,42.4795919,-96.056179,-96.079689
-93.9493246,41.0417646,locality,approximate,"murray, ia 50174, usa",41.04866,41.034003,-93.94127809999999,-93.956525
-91.0432051,41.424473,locality,approximate,"muscatine, ia 52761, usa",41.46654789999999,41.35979589999999,-91.0069171,-91.15764999999999
-92.9449772,40.7796806,locality,approximate,"mystic, ia 52574, usa",40.790511,40.764851,-92.925828,-92.96373190000001
-92.5386382,42.9522221,locality,approximate,"nashua, ia 50658, usa",42.965499,42.936173,-92.5246871,-92.5594139
-95.08832459999999,42.5158137,locality,approximate,"nemaha, ia 50567, usa",42.5179769,42.5131299,-95.0837858,-95.091495
-95.6155615,41.4488816,locality,approximate,"neola, ia 51559, usa",41.457821,41.445993,-95.60864,-95.623289
-93.4523014,42.0227184,locality,approximate,"nevada, ia 50201, usa",42.034697,42.00047989999999,-93.434591,-93.51361399999999
-91.287721200000007,43.496621,locality,approximate,"new albin, ia 52160, usa",43.500881,43.4927099,-91.28269499999999,-91.293846
-95.00276699999999,42.6055342,locality,approximate,"newell, ia 50568, usa",42.6189058,42.599125,-94.993731,-95.015063
-91.9676815,41.9955551,locality,approximate,"newhall, ia 52315, usa",41.999071,41.9882379,-91.960505,-91.974808
-92.317864,43.0592724,locality,approximate,"new hampton, ia 50659, usa",43.077488,43.030165,-92.290714,-92.33783299999999
-92.62213679999999,42.5669261,locality,approximate,"new hartford, ia, usa",42.5703138,42.562833,-92.6134599,-92.63312409999999
-92.64194400000001,43.284444,locality,approximate,"new haven, ia 50461, usa",43.29256600000001,43.27632089999999,-92.6259366,-92.6579514
-90.87903709999999,41.7178039,locality,approximate,"new liberty, ia 52765, usa",41.7190529,41.713195,-90.87344999999999,-90.8827829
-91.3995992,40.9269776,locality,approximate,"new london, ia 52645, usa",40.93322,40.910982,-91.38543899999999,-91.412656
-94.8996976,40.7311,locality,approximate,"new market, ia 51646, usa",40.738349,40.727409,-94.89449909999999,-94.90896699999999
-93.1715923,42.2810955,locality,approximate,"new providence, ia 50206, usa",42.2885939,42.273952,-93.1621061,-93.181653
-92.64741289999999,41.46666829999999,locality,approximate,"new sharon, ia 50207, usa",41.4770309,41.462402,-92.6417819,-92.6610499
-93.05735330000002,41.7033177,locality,approximate,"newton, ia 50208, usa",41.72730500000001,41.662794,-92.994727,-93.0860009
-91.1143005,42.5480503,locality,approximate,"new vienna, ia, usa",42.553717,42.540947,-91.107331,-91.1191219
-93.7288305,41.1822168,locality,approximate,"new virginia, ia 50210, usa",41.187681,41.1763059,-93.72520279999999,-93.7381461
-91.3076576,41.4811351,locality,approximate,"nichols, ia 52766, usa",41.485604,41.4736799,-91.3008629,-91.3147719
-94.8935601,40.9377263,locality,approximate,"nodaway, ia 50857, usa",40.944731,40.92964,-94.886253,-94.901747
-93.0043668,43.1427466,locality,approximate,"nora springs, ia 50458, usa",43.1553441,43.133615,-92.994547,-93.030232
-95.29164879999999,40.6077742,locality,approximate,"northboro, ia 51647, usa",40.6110338,40.605056,-95.287633,-95.2996
-90.9565171,42.6797163,locality,approximate,"north buena vista, ia, usa",42.686982,42.6750301,-90.94684099999999,-90.9668509
-92.0762891,41.5138978,locality,approximate,"north english, ia 52316, usa",41.524803,41.509246,-92.069862,-92.089004
-91.60809739999999,41.739482,locality,approximate,"north liberty, ia 52317, usa",41.7720618,41.7191351,-91.5830905,-91.65051179999999
-92.4168452,43.1180284,locality,approximate,"north washington, ia 50659, usa",43.1223059,43.111809,-92.412052,-92.41951600000002
-93.22103709999999,43.4441245,locality,approximate,"northwood, ia 50459, usa",43.45875600000001,43.4295951,-93.1977589,-93.2354318
-93.6788304,41.47554600000001,locality,approximate,"norwalk, ia, usa",41.514023,41.4571789,-93.64443999999999,-93.7313049
-91.9215691,41.9027805,locality,approximate,"norway, ia 52318, usa",41.9075178,41.89804700000001,-91.91433889999999,-91.931269
-92.9779805,40.6880678,locality,approximate,"numa, ia 52544, usa",40.6924269,40.6793451,-92.97330889999999,-92.98678389999999
-95.3957997,41.3094375,locality,approximate,"oakland, ia 51560, usa",41.31808710000001,41.2977289,-95.3822299,-95.4148379
-92.8215666,41.7199004,locality,approximate,"oakland acres, ia 50112, usa",41.724368,41.7162829,-92.8147279,-92.82923500000001
-91.0445898,41.0997561,locality,approximate,"oakville, ia 52646, usa",41.103916,41.092377,-91.03456709999999,-91.049505
-95.53469059999999,43.4178725,locality,approximate,"ocheyedan, ia 51354, usa",43.4314569,43.4084639,-95.5245839,-95.54471889999999
-95.25268779999999,42.31109259999999,locality,approximate,"odebolt, ia 51458, usa",42.319334,42.30193389999999,-95.24067989999999,-95.2645469
-91.91195859999999,42.6784949,locality,approximate,"oelwein, ia 50662, usa",42.69316389999999,42.642026,-91.888679,-91.938853
-94.0320167,42.0395595,locality,approximate,"ogden, ia 50212, usa",42.0492371,42.029779,-94.018357,-94.0412589
-95.1483293,43.3863521,locality,approximate,"okoboji, ia 51355, usa",43.412529,43.374525,-95.1209669,-95.1623759
-91.54488289999999,41.1341914,locality,approximate,"olds, ia, usa",41.138352,41.1300309,-91.535263,-91.550326
-91.1415456,41.9980675,locality,approximate,"olin, ia 52320, usa",42.0051309,41.9901779,-91.1316641,-91.15172009999999
-92.09240009999999,41.19807,locality,approximate,"ollie, ia 52576, usa",41.206426,41.1918061,-92.0827089,-92.102029
-96.0972376,42.0266548,locality,approximate,"onawa, ia 51040, usa",42.0398389,41.997898,-96.059145,-96.12865699999999
-91.0151466,42.1069559,locality,approximate,"onslow, ia 52321, usa",42.113761,42.103124,-91.011273,-91.0198669
-96.0583523,43.0072087,locality,approximate,"orange city, ia 51041, usa",43.02659389999999,42.982098,-96.0262899,-96.0812249
-92.7721384,43.2274731,locality,approximate,"orchard, ia 50460, usa",43.229161,43.2255889,-92.769464,-92.78030190000001
-94.41468449999999,41.203044,locality,approximate,"orient, ia 50858, usa",41.2086439,41.1962789,-94.40813,-94.42818109999999
-95.0926138,43.4471715,locality,approximate,"orleans, ia 51360, usa",43.478334,43.4307891,-95.08168289999999,-95.12893000000001
-92.8190838,43.2841382,locality,approximate,"osage, ia 50461, usa",43.295113,43.269588,-92.794894,-92.8273589
-93.766759,41.0342618,locality,approximate,"osceola, ia 50213, usa",41.0671279,41.0148359,-93.74050799999999,-93.8174469
-92.6493595,41.2916728,locality,approximate,"oskaloosa, ia 52577, usa",41.32008889999999,41.2600489,-92.5884081,-92.67905490000001
-91.7632108,43.145809,locality,approximate,"ossian, ia 52161, usa",43.1544139,43.1395489,-91.751848,-91.778932
-91.1579083,42.7336012,locality,approximate,"osterdock, ia, usa",42.736238,42.7272199,-91.14942789999999,-91.1672481
-94.1502372,42.4246934,locality,approximate,"otho, ia 50569, usa",42.427223,42.416089,-94.14032309999999,-94.155564
-95.8930651,42.2838792,locality,approximate,"oto, ia 51044, usa",42.2877971,42.276727,-95.89043889999999,-95.89805009999999
